case_order,UID,area,TimeZone,job,children,age,income,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,contract_One year,contract_Two Year,internet_service_Fiber Optic,gender_Male,gender_Nonbinary,churn_Yes,log_monthly_charge
9927,c3d87257f293b40f48d822106e83ce74,Rural,America/Chicago,"Radiographer, diagnostic",0,45,30000.18,11.98166,11,0,1,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,0.5500448029245126,0.9857184540318163,0.4440333786490831,3,3,3,3,4,3,2,3,False,False,True,False,False,False,0.6859807902318428
9928,32512c79bc5c94134fe504b5667b4cd1,Rural,America/New_York,Metallurgist,1,63,58302.74,11.17906,12,2,0,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.0356694170694067,0.9905297126304026,1.2354592895207606,3,3,4,2,5,4,4,3,True,False,False,False,False,False,0.6884007905663189
9929,0d00462168645922a4148adcd11d031c,Rural,America/Boise,Educational psychologist,1,22,59034.02,5.786657,13,2,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,0.07494181085660256,0.5789994303220106,0.09968244425737245,4,4,4,5,4,1,4,4,True,False,True,True,False,False,0.45679137448940615
9930,f6dbbbe4f735477264505e5829a3b6d4,Rural,America/New_York,Pensions consultant,2,37,35233.87,10.39968,10,1,0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Electronic Check,0.8527850865009984,0.8740255281337597,0.9315203410069669,3,5,4,4,2,4,4,5,False,True,False,True,False,False,0.6280888059933306
9931,0054de82ac91051294c26f1e6f191b9f,Rural,America/New_York,Advice worker,0,48,33316.37,13.64283,7,2,1,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,1.0188448815984035,-0.759808960070698,0.9050229540579859,1,1,2,5,3,3,4,4,False,True,False,True,False,False,-1.4263206725744673
9932,0e825593c31b53085547f8ffb4dfc78e,Suburban,America/New_York,"Engineer, structural",2,51,49337.37,9.790214,7,0,1,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),1.0749580562660401,-0.759808960070698,0.9466765617087516,4,3,5,4,4,4,3,3,False,False,False,False,False,False,-1.4263206725744673
9933,e98f8c2421d86d328d2b2da3c222ffce,Urban,America/Chicago,"Doctor, hospital",1,63,62904.47,15.71372,10,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,0.8025285611085196,1.9214477031878996,1.0438494574396942,3,4,2,4,5,1,2,2,False,False,False,False,False,True,1.0720792821805285
9934,0f6d176bbe59cb0508c0e7c523621281,Rural,America/New_York,Television production assistant,0,28,10242.19,11.20969,12,2,0,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,1.1355501342893335,-0.2948192138759836,1.0111076667687038,1,2,1,4,4,3,2,4,False,False,True,False,False,False,-0.34930107482503975
9935,8e31044ed413702f0d3fccb8010cbc11,Rural,America/Indiana/Tell_City,Haematologist,1,49,57886.92,8.96244,14,0,0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,1.033576135800002,0.7527729620870123,0.9696024817518014,3,3,2,3,5,3,3,2,False,False,True,True,False,False,0.5611990836250398
9936,c9a0e544789e6c29aebcd8a34fd9ca6b,Rural,America/Chicago,"Programmer, systems",2,33,57149.88,16.86536,17,1,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),1.3606291154860115,1.2230956135047477,1.6577859227148135,3,4,5,3,4,3,3,3,False,False,False,False,False,True,0.7989006450803903
9937,a7b5307d6e804b8fb3686a9fb4948604,Urban,America/Los_Angeles,TEFL teacher,0,57,27078.33,11.26407,10,3,0,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),0.6637808864652901,-1.343098379813124,0.6200434249569713,4,4,3,5,4,3,4,6,False,True,False,False,False,False,
9938,6191f6ad842db785ec1fa3195e94aeaa,Urban,America/New_York,Jewellery designer,1,65,78958.46,6.236533,12,2,1,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,0.8575570870533645,-1.2841197083379106,0.6895048890288356,3,3,2,3,3,2,3,4,True,False,False,False,False,False,
9939,9bcbc1edcc9278386b5aa48a22c3d751,Urban,America/Anchorage,Adult guidance worker,1,19,42381.63,9.741873,6,1,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,0.8918116400752836,1.689533860594099,1.0435782923706591,4,5,4,4,3,5,4,4,False,False,False,False,False,True,0.9893678925734914
9940,1582229150455212eb2fc6482ca07595,Rural,America/Boise,"Psychologist, educational",2,52,36876.81,10.81852,11,1,2,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,1.0513287493622643,1.3979007946207522,1.1488799539703969,3,2,2,3,4,3,3,4,False,False,False,True,False,True,0.8745936856998304
9941,fa84a1e60aed0419ba068b1af5302319,Urban,America/Chicago,Tree surgeon,7,80,5265.74,14.51717,7,1,0,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,0.5906185315074943,0.8728331929921934,0.8208726456056111,3,3,2,3,5,2,2,2,False,True,False,False,False,False,0.6274523607625078
9942,4fcb9e694d15b6793b15fa6ba78a8d15,Suburban,America/Los_Angeles,Museum/gallery curator,1,80,5821.59,14.6783,9,0,0,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),1.405002140118214,-1.866209340844136,1.141928463852324,2,3,3,3,5,2,1,2,True,False,False,True,False,False,
9943,f7228bfd34939127bf475794df6bdefa,Rural,America/New_York,Camera operator,2,66,18974.4,13.51845,15,0,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,1.3516856799920856,1.9800793865066804,1.6538654287032444,4,4,4,4,3,5,3,2,False,False,False,True,False,False,1.0919499399298231
9944,829e1f1ab0970b899c3baf27c150555b,Suburban,America/New_York,Patent examiner,1,39,29261.65,7.528743,13,3,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),1.3981572805527303,1.4557756245781879,1.6610008025164902,5,4,5,4,3,4,4,4,False,True,False,True,False,False,0.8984426480407229
9945,954e5df84b7764d10f6785c3a12361a1,Rural,America/New_York,"Therapist, nutritional",0,85,46731.01,13.68878,9,0,0,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,0.9578337691312981,-0.003507519483762699,0.7890166222640973,3,4,4,4,5,3,3,2,False,True,True,True,False,False,-0.003513685252151122
9946,a3ffa13aff68f636f0f693cd7b322eb1,Urban,America/Chicago,Secretary/administrator,0,89,30077.16,12.01569,14,3,1,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),0.3556884589819185,-0.8766624615033464,0.1102620870845659,3,3,3,3,4,2,2,2,False,False,False,False,False,False,-2.092830466674416
9947,a7367c6088507d7c7e3de505ccca0c99,Rural,America/Los_Angeles,Farm manager,8,22,22023.11,7.86736,13,1,0,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),1.3468902316639824,0.6992203470177552,1.723716285788616,4,3,2,3,3,4,5,3,False,False,False,True,False,False,0.5301695264628071
9948,75c7d62dbefebc4f55e2fbdee3ec0897,Urban,America/Chicago,Horticultural therapist,6,72,5540.32,10.74203,20,2,0,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,0.873691804089789,-2.098888653283704,0.69236485435307,3,5,2,3,4,4,4,3,False,True,False,False,False,False,
9949,a0a35aeb371cb8411a8ad7ac4e0265ce,Urban,America/New_York,Theme park manager,3,77,80021.51,9.137266,13,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Electronic Check,1.130500542327438,0.8117260169869184,1.0838599579673334,5,5,4,5,3,5,4,4,True,False,True,False,True,False,0.5942799914348401
9950,6717f8248b664d19c7884ea30a8cdedf,Urban,America/Chicago,"Teacher, adult education",4,43,68457.74,5.233119,12,1,1,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,0.6845423791204851,2.445513929599908,0.8073415747421027,3,3,4,5,3,2,3,1,False,True,True,False,False,False,1.2370730746454117
9951,51443dd5668c7f900d87837cfd9a4eee,Suburban,America/New_York,"Engineer, land",0,19,48311.82,12.62326,9,1,0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),1.3991061590902072,0.46146126769479134,1.3609655901698743,2,4,3,6,1,4,4,5,False,True,True,True,False,False,0.37943680346963937
9952,88126833a85afb953885ac9768c43d08,Urban,America/Chicago,"Surveyor, planning and development",0,65,19807.12,11.23289,12,2,0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),0.5408143212727767,1.9211263316067744,0.7518211416790846,4,4,5,2,3,4,3,3,True,False,False,True,False,False,1.071969271907818
9953,fdf85d8e503f19d92c3cf8ce35c2c7e3,Urban,America/New_York,Tourist information centre manager,1,48,10776.83,6.411316,10,0,0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Electronic Check,1.2295412997100847,0.519962539357463,1.3148050582249946,4,3,3,5,4,3,3,3,True,False,False,False,True,False,0.41868568939492423
9954,427c5a1c5f492c08e4646078c986e96f,Rural,America/Chicago,"Buyer, industrial",1,82,19708.53,11.8722,13,2,0,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),0.5778621851268227,-0.004208482135347705,0.4353292479194476,3,4,3,3,3,3,2,4,False,True,True,True,False,False,-0.004217362720904415
9955,45314f78b47ebb48ec002380f22c0977,Urban,America/Chicago,"Clinical scientist, histocompatibility and immunogenetics",1,64,43991.91,13.61257,6,0,2,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,0.9365507525609251,0.9860398256129417,0.8874716663028471,3,3,4,3,3,4,5,4,False,False,True,True,False,False,0.6861426186006404
9956,16646ab3e23c8d6c3652735284167d96,Suburban,America/New_York,"Accountant, chartered management",0,29,42487.68,10.86184,10,1,1,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Electronic Check,0.9661369290716374,-1.808343593127037,0.9532387224234756,2,3,3,2,4,3,3,4,True,False,False,False,False,False,
9957,86089d1c27e9d5d56f0b5c4b0dc6e837,Urban,America/New_York,"Programmer, applications",2,51,64901.11,7.267685,10,1,1,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,0.9031214099689683,0.22873700980945702,0.8180066844519652,2,3,3,4,4,3,1,3,False,False,True,True,False,False,0.20598682054905917
9958,496fe210de1399acb2cc70df97776819,Suburban,America/New_York,Data scientist,3,89,87968.71,10.58203,13,3,1,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,1.4066166329346705,0.3489579265052009,1.5170550355459143,2,2,3,3,2,3,4,3,False,False,False,False,False,False,0.29933238808483265
9959,6f451a3002cfbad5b3ec31595d1bd8a5,Urban,America/New_York,Politician's assistant,1,29,20693.32,6.510457,9,0,0,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),1.1929124702998508,-0.8182776288193426,1.0094734925252988,4,3,5,2,5,3,3,4,False,False,True,False,False,False,-1.7052751896362388
9960,fc7aadb3a9909d80e1668fd35f2c5e6d,Suburban,America/New_York,"Engineer, materials",1,70,27068.65,13.61624,11,1,0,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),0.33851712334396966,-0.23688849320878783,0.24846356391960442,3,3,2,5,3,2,5,2,True,False,True,True,False,False,-0.2703511157919649
9961,148e79ef98da41c9102fcc92aaf166cf,Suburban,America/Chicago,"Surveyor, planning and development",0,72,26990.25,8.214286,11,1,1,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),0.7415401400372885,0.054742243984985645,0.6699312215589405,4,3,4,4,2,4,5,4,False,False,True,True,False,False,0.0532964185797596
9962,4e74ce777a595e842d4a1e9a8cf39c8a,Suburban,America/New_York,Tree surgeon,0,29,17845.3,9.654315,11,0,0,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,0.7651342752774591,-0.5857117279449975,0.6122838236138585,3,3,2,3,6,2,2,3,False,False,True,False,False,False,-0.8811932381560754
9963,a045a6de74836c0cfc0d77416d915fd2,Suburban,America/New_York,Food technologist,1,41,13865.91,12.88305,13,0,0,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),0.8274058947853823,0.7534739247385972,0.7727311359214515,4,4,4,3,5,2,2,3,True,False,True,True,False,False,0.5615989200789742
9964,1d733f7f076ea943cb1fd9b7cb07f75a,Suburban,America/New_York,Ceramics designer,1,23,26052.46,12.0222,6,3,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Credit Card (automatic),0.9056931015013896,-0.8180307781845649,0.8407689923046087,4,4,5,4,4,3,4,4,True,False,False,True,False,False,-1.7039177171104058
9965,ef73f32746f4b644ce8c5c7f152f096b,Rural,America/New_York,"Engineer, civil (contracting)",1,73,34966.43,8.471456,13,2,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,1.3528614724883055,-0.003915055909102388,1.3959611811743005,3,3,3,2,3,5,4,3,False,False,False,True,False,False,-0.003922739802292527
9966,68012c2a8265e119c32dda5ebd7f6d76,Suburban,America/New_York,Intelligence analyst,0,35,51608.52,10.2689,9,0,1,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,0.4670408113861,0.7530384429583769,0.4468331033233213,5,5,4,3,4,3,4,2,False,False,True,True,False,False,0.5613505355094681
9967,f131b5a64da44e32740299f9ffe5661e,Suburban,America/Chicago,Multimedia programmer,0,38,35053.42,10.57011,14,2,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,1.0118824049643043,0.28728252828402345,1.1341039911312487,3,2,4,4,2,5,4,4,False,False,False,False,False,False,0.2525334292181802
9968,27da044a9703f1da8f87eef57520be16,Rural,America/New_York,Legal secretary,0,87,16074.96,8.951709,7,0,3,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,1.296687787431671,0.8728331929921934,1.4333447386910065,1,1,2,2,5,3,1,3,False,False,False,True,False,False,0.6274523607625078
9969,bc030242f7a196e418b6b309d8fd64a6,Suburban,America/New_York,"Buyer, industrial",3,66,4846.55,4.146676,13,2,0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,0.8143602331073132,0.6413548321786133,0.8160678912303914,2,3,3,3,5,2,3,1,True,False,False,False,False,False,0.495522017971206
9970,0976b991409190c17bf300c90d105019,Urban,America/New_York,Advertising account executive,2,87,54935.66,12.68772,12,1,1,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),0.48392283172665146,0.5202839109385883,0.6075027972003993,2,2,1,4,3,2,4,4,False,False,False,True,False,False,0.41889710092854576
9971,e6299ac96bf712d6848bc3e4ccaaa671,Rural,America/New_York,Bonds trader,1,37,28711.17,8.567386,10,1,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,1.0206390146321984,0.46146126769479134,0.9512687876821749,4,4,5,4,3,3,2,5,True,False,True,False,False,False,0.37943680346963937
9972,d62b183dc56fced437bcaa16a170baeb,Urban,America/Chicago,Glass blower/designer,1,30,40327.0,9.398203,8,1,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Credit Card (automatic),0.9308756344527617,-0.8183614648839842,0.9683416789994113,4,3,3,5,3,4,4,4,False,False,False,False,False,False,-1.7057366375502903
9973,bed2ad39f40c612f40ecf50a6722aa58,Suburban,America/Los_Angeles,Health and safety adviser,1,53,35415.05,9.041816,14,4,0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,0.9634816575644124,-0.6435795715637128,1.059237437404164,4,4,4,5,2,5,4,5,False,True,False,False,False,False,-1.0316442661833438
9974,7802e48059bfcda9a4bfa8366f702e79,Urban,America/New_York,Games developer,2,21,59751.46,6.529769,10,1,0,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,1.1378465035518133,0.46146126769479134,1.105572287266305,4,4,3,4,3,4,3,5,False,False,True,False,False,False,0.37943680346963937
9975,b7b73f7151b82b692f32bacad6400852,Urban,America/Chicago,Marketing executive,1,57,43317.31,7.07799,15,0,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),1.349362459244488,1.9222138716675392,1.407781423893173,4,5,3,4,2,5,5,2,False,False,False,False,False,False,1.0723415042391524
9976,b2d7e8b02da02d3bdf280ebbedf685ae,Rural,America/Detroit,Operations geologist,3,36,13910.41,8.74376,14,0,1,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),0.785701756497929,-0.6442362874034037,0.615386295571693,1,1,1,4,4,3,2,2,False,False,True,False,False,False,-1.0334884971567346
9977,18f189f5c99255faffce844825a865c9,Suburban,America/New_York,Diagnostic radiographer,0,28,58173.04,11.42202,13,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,1.2499140131159663,2.154202235207688,1.3320749680485597,3,3,1,3,5,3,3,4,False,False,True,False,False,False,1.1487356067159518
9978,feaad496d7bdc0e55e6a417565cb4a36,Suburban,America/Chicago,Proofreader,4,51,117089.4,13.87286,8,1,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,1.2000027751307083,1.6884463205333342,1.5151905129039727,2,3,3,2,6,1,2,2,False,False,False,True,False,False,0.9889634507425581
9979,612a630a27a58bb18f54f8e3a4414cb8,Rural,America/New_York,Mental health nurse,5,65,24672.87,7.404922,18,0,0,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,0.9383963194253686,-1.0518216171145036,0.8511401814411247,4,4,3,3,3,3,2,4,False,False,False,False,False,False,
9980,f5be070eb24ea38274a12e2452e87af4,Urban,America/New_York,"Psychotherapist, dance movement",4,57,12977.79,12.09846,10,0,1,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,0.8922552568646261,1.1059393707275609,1.1236337577755646,4,3,3,1,4,4,3,4,False,False,False,True,False,True,0.7447616244690588
9981,348f9a910191c1fa00122066d4a2b1e7,Urban,America/Chicago,Dietitian,0,43,31178.25,4.223341,14,3,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),0.7386065207406721,-0.0035936843279776674,0.8548470272375429,3,4,2,3,4,3,4,2,False,False,False,True,False,False,-0.003600157123611392
9982,7d4e44b6489c4f4d85f4c6adb8a2f365,Urban,America/Boise,Barrister's clerk,1,81,61722.44,17.40257,9,1,1,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Mailed Check,1.019727955087845,1.3385891076665468,0.971074239126615,4,4,5,1,4,5,4,4,False,True,True,False,False,False,0.849547802083262
9983,4af66b931a39d868aefc4ecce9d94759,Urban,America/Phoenix,Fitness centre manager,7,68,67377.48,15.3584,16,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),1.285923745608763,0.2883700683447878,1.309154487360447,5,5,6,3,4,3,4,4,True,False,False,False,False,False,0.2533779065571029
9984,184dd823c47d21551900871ed98bce4f,Rural,America/Chicago,"Teacher, music",0,89,24239.77,11.26271,11,1,0,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,0.9082413452580741,-1.8658884350189253,0.6587923639865966,4,4,2,3,4,2,2,3,False,False,False,True,False,False,
9985,16a43eebedd9b1003b3047bee00af233,Rural,America/Anchorage,Games developer,0,50,40935.12,11.06419,19,2,1,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Electronic Check,0.475888943017354,-1.1089069907965659,0.2839073218928869,6,5,6,2,2,5,3,5,False,True,False,False,False,False,
9986,db4f761f1678a869d9c8c592d13011f4,Urban,America/Chicago,Wellsite geologist,1,30,72449.84,11.25272,9,3,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,0.518814256592776,1.6299008020587678,0.5744572035002432,3,3,3,5,4,5,4,4,True,False,True,True,False,False,0.9669461276299599
9987,137310c11d11dbd6907486a92160b223,Suburban,America/Denver,Minerals surveyor,2,79,33813.25,8.135724,14,2,0,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),0.9153138751621633,0.7530384429583769,0.8157913398911553,4,3,2,4,4,3,3,4,False,False,True,False,False,False,0.5613505355094681
9988,7a874bdd323a6cfc4e7802d74092cd13,Urban,America/Chicago,"Editor, magazine features",3,61,102629.6,8.373844,8,1,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,0.757105681227199,1.1070245820087516,0.7977512112762962,4,4,3,5,3,3,3,3,True,False,False,False,False,False,0.7452768015830181
9989,0017fe095743fadc5f20fb2d96db963f,Suburban,America/Chicago,Artist,4,64,58232.67,7.174487,6,3,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,1.3893515061937747,0.5200929510135721,1.3351345997091468,4,5,5,4,2,4,5,5,False,True,True,False,True,False,0.418771484971092
9990,18f7fe0e2165b6c6de739678cabf0c95,Rural,America/Denver,Electronics engineer,0,51,25432.25,11.72837,15,3,2,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),0.7508126007713918,-1.3423322113334848,0.5280888210171184,3,4,3,3,4,3,2,2,False,False,False,False,False,False,
9991,6549d2000d412a211311399f1ff31425,Rural,America/Chicago,Tax adviser,1,68,37186.43,13.88825,11,1,0,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),1.1008341895513036,0.46146126769479134,1.0058020794173135,1,1,1,3,4,2,3,1,False,False,True,True,False,False,0.37943680346963937
9992,a434aec9df172d53e273ea7c5bf3c670,Rural,America/New_York,Translator,0,52,30724.26,10.11667,11,3,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),0.7931388614957322,-0.23688849320878783,0.7121333633974888,3,3,2,2,5,4,4,2,True,False,True,True,False,False,-0.2703511157919649
9993,4becb5c41054151ec5af3d4b60515b2a,Suburban,America/Chicago,"Therapist, occupational",1,18,35876.21,9.212993,15,2,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,0.8299809900271846,-0.8193954430145611,0.7363354752748592,3,2,4,3,4,3,4,3,False,True,True,True,False,False,-1.7114454058400725
9994,6aa7cc797619ba402c921fc58c72b9f0,Rural,America/New_York,Clinical research associate,0,42,10222.73,7.73163,15,3,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),0.9583246596620455,-0.23593136480413204,0.8593763908156872,3,3,3,4,3,4,3,3,False,True,False,False,False,False,-0.26909765720688
9995,0ebfa51b03465a2ddb17884bbb4eabb6,Urban,America/New_York,Youth worker,1,46,56384.35,5.905487,14,1,0,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Credit Card (automatic),0.58223746444132,-0.7019434452315562,0.7108846456598371,4,3,4,4,3,3,4,4,False,False,False,True,False,False,-1.2104720293807274
9996,9499fb4de537af195d16d046b79fd20a,Rural,America/New_York,Sport and exercise psychologist,3,23,55723.74,9.415935,12,2,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,1.2734011206055968,-0.2944838696174182,1.4272980165768998,3,2,3,3,4,3,2,3,False,False,False,True,False,False,-0.34882564419077927
9997,c09a841117fa81b5c8e19afec2760104,Rural,America/Chicago,Consulting civil engineer,4,48,34129.34,6.740547,15,2,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Electronic Check,1.002739663376616,0.8117260169869184,1.0541943330217018,4,5,5,4,4,5,2,5,False,True,True,True,False,False,0.5942799914348401
